Lambda,Condition,Covariate Condition
0.005,48.24867299587495,91.43097115398837
0.005995995995995996,40.400187275631765,76.40946592890923
0.0069919919919919915,34.787705354359105,65.66753055320984
0.007987987987987989,30.57482731699824,57.604348485484465
0.008983983983983984,27.29605816816276,51.32899174531105
0.009979979979979979,24.671727393679102,46.30618865738879
0.010975975975975976,22.523677351626812,42.19495676371717
0.011971971971971971,20.733036973127664,38.76778435737115
0.012967967967967967,19.21745443695761,35.867055261610226
0.013963963963963964,17.918073280170184,33.38012192933076
0.01495995995995996,16.791711092826304,31.22433595946193
0.015955955955955954,15.805967522159243,29.337685126358743
0.01695195195195195,14.936056824427997,27.672731084390794
0.017947947947947948,14.162695055109214,26.192565583611934
0.01894394394394394,13.47065375708331,24.8680423204311
0.01993993993993994,12.847747106728267,23.675838399305114
0.020935935935935936,12.284108170116875,22.597069132878723
0.021931931931931933,11.771662363709478,21.61628027905788
0.022927927927927926,11.303738153189684,20.72070294320707
0.023923923923923923,10.874774996147169,19.899694598918796
0.02491991991991992,10.480101322205137,19.14431415602161
0.025915915915915914,10.115763708923618,18.44699501406562
0.02691191191191191,9.778393990373656,17.801290716539285
0.027907907907907908,9.46510482201748,17.201675068657046
0.0289039039039039,9.173406837888859,16.643383581442713
0.0298998998998999,8.901142365243437,16.12228660576357
0.030895895895895895,8.646431960318465,15.634787005156577
0.03189189189189189,8.407630962344623,15.17773700295537
0.032887887887887886,8.183293942019864,14.748370138918233
0.03388388388388388,7.972145420075207,14.344245226415323
0.03487987987987988,7.773055602633744,13.963199911440888
0.03587587587587587,7.585020158419797,13.603311967470942
0.03687187187187187,7.407143273558904,13.26286686342223
0.03786786786786786,7.238623380521274,12.940330449753054
0.03886386386386386,7.078741081481377,12.63432584453723
0.039859859859859854,6.926848882263676,12.343613784885939
0.04085585585585585,6.782362427901683,12.067075852362075
0.04185185185185185,6.644752989661062,11.803700093617758
0.04284784784784784,6.5135409998952225,11.552568646516944
0.043843843843843835,6.388290468109002,11.312847052834666
0.044839839839839836,6.268604141214762,11.083774995293187
0.04583583583583583,6.1541192947837144,10.864658242283419
0.04683183183183182,6.044504061354569,10.654861620480022
0.047827827827827823,5.939454217511597,10.453802865511886
0.04882382382382382,5.838690364220267,10.260947225303102
